"pipeline","model","attempts","profile","run","cut","status","baseline_mutation","augmented_mutation","baseline_mutation_percent","augmented_mutation_percent","delta_pp","source_dir"
"original","6.7b","15","baseline","2","DateTools","SUCCESS","16/27","-","59.2592592592593",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","DateUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","DisplayHelper","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","EmailFacadeState","SUCCESS","12/13","-","92.3076923076923",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","FilterMatcher","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","GridLayout2","SUCCESS","18/103","18/103","17.4757281553398","17.4757281553398","0","D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","HashCodeUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","HtmlEncoder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","IndexedString","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","Inflection","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","InspirentoUtilities","SUCCESS","15/16","-","93.75",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","MapUtil","SUCCESS","16/16","-","100",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","MathUtil","SUCCESS","12/44","-","27.2727272727273",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","NaturalSort","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","ObjectsUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","Reference","SUCCESS","10/19","-","52.6315789473684",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","Region","SUCCESS","0/25","-","0",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","SimpleCounter","SUCCESS","2/3","-","66.6666666666667",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","SortedArrayList","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","StringComparator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","StringEncoder64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","StringLink","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","StringList","SUCCESS","9/13","-","69.2307692307692",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","ToStringConverter","SUCCESS","7/7","-","100",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","UniqueTimestampGenerator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","Util","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","2","Version","SUCCESS","8/19","8/19","42.1052631578947","42.1052631578947","0","D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 2"
"original","6.7b","15","baseline","3","ArrayUtil","SUCCESS","14/57","-","24.5614035087719",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","Axis","SUCCESS","5/40","-","12.5",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","Base32","TIMEOUT","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","Base64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","Base64Coder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","BigDecimalUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","ByteVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","CommandLine","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","DateTools","TIMEOUT","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","DateUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","DisplayHelper","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","EmailFacadeState","SUCCESS","11/13","-","84.6153846153846",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","FilterMatcher","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","GridLayout2","TIMEOUT","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","HashCodeUtils","SUCCESS","32/38","-","84.2105263157895",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","HtmlEncoder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","IndexedString","SUCCESS","23/28","27/28","82.1428571428571","96.4285714285714","14.2857142857143","D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","Inflection","SUCCESS","11/20","-","55",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","InspirentoUtilities","SUCCESS","15/16","15/16","93.75","93.75","0","D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","MapUtil","SUCCESS","15/16","-","93.75",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","MathUtil","SUCCESS","8/44","-","18.1818181818182",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","NaturalSort","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","ObjectsUtil","TIMEOUT","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","Reference","SUCCESS","10/19","13/19","52.6315789473684","68.4210526315789","15.7894736842105","D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","Region","TIMEOUT","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","SimpleCounter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","SortedArrayList","TIMEOUT","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","StringComparator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","StringEncoder64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","StringLink","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","StringList","SUCCESS","6/13","8/13","46.1538461538462","61.5384615384615","15.3846153846154","D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","ToStringConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","UniqueTimestampGenerator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","Util","SUCCESS","13/28","17/28","46.4285714285714","60.7142857142857","14.2857142857143","D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","baseline","3","Version","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_baseline_run 3"
"original","6.7b","15","detailed","1","ArrayUtil","SUCCESS","30/57","-","52.6315789473684",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","Axis","SUCCESS","14/40","-","35",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","Base32","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","Base64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","Base64Coder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","BigDecimalUtil","SUCCESS","4/6","-","66.6666666666667",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","ByteVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","CaselessStringMap","SUCCESS","1/5","-","20",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","CommandLine","SUCCESS","15/32","-","46.875",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","DateTools","SUCCESS","15/27","-","55.5555555555556",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","DateUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","DisplayHelper","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","EmailFacadeState","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","FilterMatcher","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","GridLayout2","SUCCESS","0/103","-","0",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","HashCodeUtils","SUCCESS","34/38","-","89.4736842105263",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","HtmlEncoder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","IndexedString","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","Inflection","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","InspirentoUtilities","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","MapUtil","SUCCESS","16/16","-","100",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","MathUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","NaturalSort","SUCCESS","21/66","-","31.8181818181818",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","ObjectsUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","Reference","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","Region","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","SimpleCounter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","SortedArrayList","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","StringComparator","SUCCESS","13/16","-","81.25",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","StringEncoder64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","StringLink","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","StringList","SUCCESS","5/13","-","38.4615384615385",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","ToStringConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","UniqueTimestampGenerator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","Util","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","1","Version","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 1"
"original","6.7b","15","detailed","2","ArrayUtil","SUCCESS","40/57","-","70.1754385964912",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","Axis","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","Base32","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","Base64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","Base64Coder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","BigDecimalUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","ByteVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","CommandLine","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","DateTools","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","DateUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","DisplayHelper","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","EmailFacadeState","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","FilterMatcher","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","GridLayout2","SUCCESS","0/103","-","0",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","HashCodeUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","HtmlEncoder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","IndexedString","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","Inflection","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","InspirentoUtilities","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","MapUtil","SUCCESS","15/16","-","93.75",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","MathUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","NaturalSort","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","ObjectsUtil","SUCCESS","5/14","-","35.7142857142857",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","Reference","SUCCESS","8/19","-","42.1052631578947",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","Region","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","SAXPathException","SUCCESS","1/10","-","10",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","SimpleCounter","SUCCESS","3/3","-","100",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","SortedArrayList","SUCCESS","16/19","-","84.2105263157895",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","SortedMapVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","StringComparator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","StringEncoder64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","StringLink","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","StringList","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","StringUtils","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","ToStringConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","UniqueTimestampGenerator","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","Util","SUCCESS","17/28","-","60.7142857142857",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","2","Version","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 2"
"original","6.7b","15","detailed","3","ArrayUtil","SUCCESS","20/57","-","35.0877192982456",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","Axis","SUCCESS","19/40","-","47.5",,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","Base32","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","Base64","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","Base64Coder","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","BigDecimalUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","BinaryDisplayConverter","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","ByteVector","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","CaselessStringMap","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","CommandLine","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","DateTools","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","DateUtil","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
"original","6.7b","15","detailed","3","DisplayHelper","FAILED","?","-",,,,"D:\report\report writing\new_output_compare\Original\6.7b\output_6.7b_15 attempts_detailed_run 3"
